"Balancing Time Unit (UTC)","+ Imbalance Price [GBP/MWh] - MBA|GB","- Imbalance Price [GBP/MWh] - MBA|GB","Total Imbalance [MWh] - MBA|GB","Situation","Status"
"23.07.2018 14:00 - 23.07.2018 14:30","46.10","46.10","-56","","Final"
"23.07.2018 14:30 - 23.07.2018 15:00","61.29","61.29","46","","Final"
"23.07.2018 15:00 - 23.07.2018 15:30","100.65","100.65","76","","Final"
"23.07.2018 15:30 - 23.07.2018 16:00","46.10","46.10","-92","","Final"
"23.07.2018 16:00 - 23.07.2018 16:30","45.91","45.91","-327","","Final"
"23.07.2018 16:30 - 23.07.2018 17:00","46.09","46.09","-84","","Final"
"23.07.2018 17:00 - 23.07.2018 17:30","46.01","46.01","-154","","Final"
"23.07.2018 17:30 - 23.07.2018 18:00","46.01","46.01","-208","","Final"
"23.07.2018 18:00 - 23.07.2018 18:30","94.76","94.76","62","","Final"
"23.07.2018 18:30 - 23.07.2018 19:00","85.26","85.26","32","","Final"
"23.07.2018 19:00 - 23.07.2018 19:30","46.08","46.08","-131","","Final"
"23.07.2018 19:30 - 23.07.2018 20:00","46.01","46.01","-264","","Final"
"23.07.2018 20:00 - 23.07.2018 20:30","34.32","34.32","-78","","Final"
"23.07.2018 20:30 - 23.07.2018 21:00","60.06","60.06","-41","","Final"
"23.07.2018 21:00 - 23.07.2018 21:30","89.00","89.00","102","","Final"
"23.07.2018 21:30 - 23.07.2018 22:00","94.00","94.00","331","","Final"
"23.07.2018 22:00 - 23.07.2018 22:30","83.00","83.00","333","","Final"
"23.07.2018 22:30 - 23.07.2018 23:00","46.02","46.02","-161","","Final"
"23.07.2018 23:00 - 23.07.2018 23:30","46.02","46.02","-223","","Final"
"23.07.2018 23:30 - 24.07.2018 00:00","44.42","44.42","-479","","Final"
"24.07.2018 00:00 - 24.07.2018 00:30","45.10","45.10","-386","","Final"
"24.07.2018 00:30 - 24.07.2018 01:00","45.92","45.92","-108","","Final"
"24.07.2018 01:00 - 24.07.2018 01:30","46.02","46.02","-59","","Final"
"24.07.2018 01:30 - 24.07.2018 02:00","45.93","45.93","-39","","Final"
"24.07.2018 02:00 - 24.07.2018 02:30","45.13","45.13","-142","","Final"
"24.07.2018 02:30 - 24.07.2018 03:00","47.90","47.90","26","","Final"
"24.07.2018 03:00 - 24.07.2018 03:30","47.98","47.98","31","","Final"
"24.07.2018 03:30 - 24.07.2018 04:00","45.68","45.68","-61","","Final"
"24.07.2018 04:00 - 24.07.2018 04:30","45.10","45.10","-108","","Final"
"24.07.2018 04:30 - 24.07.2018 05:00","51.88","51.88","84","","Final"
"24.07.2018 05:00 - 24.07.2018 05:30","37.35","37.35","-485","","Final"
"24.07.2018 05:30 - 24.07.2018 06:00","41.12","41.12","-570","","Final"
"24.07.2018 06:00 - 24.07.2018 06:30","43.80","43.80","-661","","Final"
"24.07.2018 06:30 - 24.07.2018 07:00","46.01","46.01","-232","","Final"
"24.07.2018 07:00 - 24.07.2018 07:30","46.03","46.03","-115","","Final"
"24.07.2018 07:30 - 24.07.2018 08:00","46.03","46.03","-32","","Final"
"24.07.2018 08:00 - 24.07.2018 08:30","89.00","89.00","2","","Final"
"24.07.2018 08:30 - 24.07.2018 09:00","45.99","45.99","-45","","Final"
"24.07.2018 09:00 - 24.07.2018 09:30","46.01","46.01","-103","","Final"
"24.07.2018 09:30 - 24.07.2018 10:00","46.02","46.02","-121","","Final"
"24.07.2018 10:00 - 24.07.2018 10:30","51.07","51.07","42","","Final"
"24.07.2018 10:30 - 24.07.2018 11:00","46.14","46.14","-36","","Final"
"24.07.2018 11:00 - 24.07.2018 11:30","46.25","46.25","-14","","Final"
"24.07.2018 11:30 - 24.07.2018 12:00","46.02","46.02","-41","","Final"
"24.07.2018 12:00 - 24.07.2018 12:30","37.35","37.35","31","","Final"
"24.07.2018 12:30 - 24.07.2018 13:00","54.39","54.39","-97","","Final"
"24.07.2018 13:00 - 24.07.2018 13:30","37.35","37.35","23","","Final"
"24.07.2018 13:30 - 24.07.2018 14:00","37.35","37.35","17","","Final"
"24.07.2018 14:00 - 24.07.2018 14:30","72.96","72.96","181","","Final"
"24.07.2018 14:30 - 24.07.2018 15:00","55.52","55.52","133","","Final"
"24.07.2018 15:00 - 24.07.2018 15:30","46.29","46.29","-325","","Final"
"24.07.2018 15:30 - 24.07.2018 16:00","46.55","46.55","-116","","Final"
"24.07.2018 16:00 - 24.07.2018 16:30","46.48","46.48","-251","","Final"
"24.07.2018 16:30 - 24.07.2018 17:00","46.55","46.55","-231","","Final"
"24.07.2018 17:00 - 24.07.2018 17:30","46.63","46.63","-189","","Final"
"24.07.2018 17:30 - 24.07.2018 18:00","80.00","80.00","74","","Final"
"24.07.2018 18:00 - 24.07.2018 18:30","80.00","80.00","230","","Final"
"24.07.2018 18:30 - 24.07.2018 19:00","46.85","46.85","-20","","Final"
"24.07.2018 19:00 - 24.07.2018 19:30","46.85","46.85","-51","","Final"
"24.07.2018 19:30 - 24.07.2018 20:00","46.85","46.85","-18","","Final"
"24.07.2018 20:00 - 24.07.2018 20:30","86.76","86.76","56","","Final"
"24.07.2018 20:30 - 24.07.2018 21:00","88.00","88.00","57","","Final"
"24.07.2018 21:00 - 24.07.2018 21:30","46.19","46.19","-262","","Final"
"24.07.2018 21:30 - 24.07.2018 22:00","46.09","46.09","-231","","Final"
"24.07.2018 22:00 - 24.07.2018 22:30","59.00","59.00","68","","Final"
"24.07.2018 22:30 - 24.07.2018 23:00","60.00","60.00","216","","Final"
"24.07.2018 23:00 - 24.07.2018 23:30","46.29","46.29","-98","","Final"
"24.07.2018 23:30 - 25.07.2018 00:00","46.00","46.00","-157","","Final"
"25.07.2018 00:00 - 25.07.2018 00:30","46.00","46.00","-116","","Final"
"25.07.2018 00:30 - 25.07.2018 01:00","45.97","45.97","-213","","Final"
"25.07.2018 01:00 - 25.07.2018 01:30","45.84","45.84","-386","","Final"
"25.07.2018 01:30 - 25.07.2018 02:00","45.95","45.95","-346","","Final"
"25.07.2018 02:00 - 25.07.2018 02:30","45.97","45.97","-108","","Final"
"25.07.2018 02:30 - 25.07.2018 03:00","45.11","45.11","-150","","Final"
"25.07.2018 03:00 - 25.07.2018 03:30","45.98","45.98","-224","","Final"
"25.07.2018 03:30 - 25.07.2018 04:00","42.86","42.86","-394","","Final"
"25.07.2018 04:00 - 25.07.2018 04:30","46.00","46.00","-226","","Final"
"25.07.2018 04:30 - 25.07.2018 05:00","46.02","46.02","-244","","Final"
"25.07.2018 05:00 - 25.07.2018 05:30","46.01","46.01","-206","","Final"
"25.07.2018 05:30 - 25.07.2018 06:00","46.01","46.01","-181","","Final"
"25.07.2018 06:00 - 25.07.2018 06:30","46.02","46.02","-107","","Final"
"25.07.2018 06:30 - 25.07.2018 07:00","46.25","46.25","-63","","Final"
"25.07.2018 07:00 - 25.07.2018 07:30","45.38","45.38","-634","","Final"
"25.07.2018 07:30 - 25.07.2018 08:00","46.02","46.02","-391","","Final"
"25.07.2018 08:00 - 25.07.2018 08:30","46.25","46.25","-55","","Final"
"25.07.2018 08:30 - 25.07.2018 09:00","44.50","44.50","-143","","Final"
"25.07.2018 09:00 - 25.07.2018 09:30","70.00","70.00","39","","Final"
"25.07.2018 09:30 - 25.07.2018 10:00","43.60","43.60","-152","","Final"
"25.07.2018 10:00 - 25.07.2018 10:30","41.10","41.10","-367","","Final"
"25.07.2018 10:30 - 25.07.2018 11:00","41.10","41.10","-265","","Final"
"25.07.2018 11:00 - 25.07.2018 11:30","46.20","46.20","-142","","Final"
"25.07.2018 11:30 - 25.07.2018 12:00","46.25","46.25","-190","","Final"
"25.07.2018 12:00 - 25.07.2018 12:30","69.00","69.00","19","","Final"
"25.07.2018 12:30 - 25.07.2018 13:00","69.00","69.00","36","","Final"
"25.07.2018 13:00 - 25.07.2018 13:30","64.00","64.00","29","","Final"
"25.07.2018 13:30 - 25.07.2018 14:00","46.30","46.30","-14","","Final"
"25.07.2018 14:00 - 25.07.2018 14:30","46.26","46.26","-262","","Final"
"25.07.2018 14:30 - 25.07.2018 15:00","46.27","46.27","-171","","Final"
"25.07.2018 15:00 - 25.07.2018 15:30","46.00","46.00","-372","","Final"
"25.07.2018 15:30 - 25.07.2018 16:00","46.29","46.29","-40","","Final"
"25.07.2018 16:00 - 25.07.2018 16:30","95.00","95.00","160","","Final"
"25.07.2018 16:30 - 25.07.2018 17:00","95.00","95.00","163","","Final"
"25.07.2018 17:00 - 25.07.2018 17:30","92.79","92.79","122","","Final"
"25.07.2018 17:30 - 25.07.2018 18:00","87.42","87.42","35","","Final"
"25.07.2018 18:00 - 25.07.2018 18:30","97.96","97.96","218","","Final"
"25.07.2018 18:30 - 25.07.2018 19:00","95.00","95.00","280","","Final"
"25.07.2018 19:00 - 25.07.2018 19:30","95.00","95.00","122","","Final"
"25.07.2018 19:30 - 25.07.2018 20:00","46.31","46.31","-10","","Final"
"25.07.2018 20:00 - 25.07.2018 20:30","45.36","45.36","-57","","Final"
"25.07.2018 20:30 - 25.07.2018 21:00","69.00","69.00","160","","Final"
"25.07.2018 21:00 - 25.07.2018 21:30","69.00","69.00","158","","Final"
"25.07.2018 21:30 - 25.07.2018 22:00","46.05","46.05","-101","","Final"
"25.07.2018 22:00 - 25.07.2018 22:30","46.28","46.28","-28","","Final"
"25.07.2018 22:30 - 25.07.2018 23:00","65.50","65.50","244","","Final"
"25.07.2018 23:00 - 25.07.2018 23:30","44.29","44.29","-135","","Final"
"25.07.2018 23:30 - 26.07.2018 00:00","42.15","42.15","-219","","Final"
"26.07.2018 00:00 - 26.07.2018 00:30","45.02","45.02","-73","","Final"
"26.07.2018 00:30 - 26.07.2018 01:00","61.24","61.24","102","","Final"
"26.07.2018 01:00 - 26.07.2018 01:30","47.86","47.86","-74","","Final"
"26.07.2018 01:30 - 26.07.2018 02:00","47.85","47.85","-101","","Final"
"26.07.2018 02:00 - 26.07.2018 02:30","46.07","46.07","-181","","Final"
"26.07.2018 02:30 - 26.07.2018 03:00","45.25","45.25","-225","","Final"
"26.07.2018 03:00 - 26.07.2018 03:30","46.08","46.08","-157","","Final"
"26.07.2018 03:30 - 26.07.2018 04:00","45.15","45.15","-218","","Final"
"26.07.2018 04:00 - 26.07.2018 04:30","53.11","53.11","98","","Final"
"26.07.2018 04:30 - 26.07.2018 05:00","45.62","45.62","-33","","Final"
"26.07.2018 05:00 - 26.07.2018 05:30","64.50","64.50","341","","Final"
"26.07.2018 05:30 - 26.07.2018 06:00","66.00","66.00","577","","Final"
"26.07.2018 06:00 - 26.07.2018 06:30","64.50","64.50","431","","Final"
"26.07.2018 06:30 - 26.07.2018 07:00","77.91","77.91","676","","Final"
"26.07.2018 07:00 - 26.07.2018 07:30","77.90","77.90","144","","Final"
"26.07.2018 07:30 - 26.07.2018 08:00","37.35","37.35","73","","Final"
"26.07.2018 08:00 - 26.07.2018 08:30","45.00","45.00","-162","","Final"
"26.07.2018 08:30 - 26.07.2018 09:00","45.02","45.02","-126","","Final"
"26.07.2018 09:00 - 26.07.2018 09:30","69.81","69.81","75","","Final"
"26.07.2018 09:30 - 26.07.2018 10:00","43.96","43.96","65","","Final"
"26.07.2018 10:00 - 26.07.2018 10:30","72.18","72.18","266","","Final"
"26.07.2018 10:30 - 26.07.2018 11:00","72.18","72.18","304","","Final"
"26.07.2018 11:00 - 26.07.2018 11:30","72.18","72.18","366","","Final"
"26.07.2018 11:30 - 26.07.2018 12:00","71.00","71.00","211","","Final"
"26.07.2018 12:00 - 26.07.2018 12:30","72.12","72.12","265","","Final"
"26.07.2018 12:30 - 26.07.2018 13:00","71.00","71.00","189","","Final"
"26.07.2018 13:00 - 26.07.2018 13:30","71.88","71.88","257","","Final"
"26.07.2018 13:30 - 26.07.2018 14:00","72.08","72.08","295","","Final"
"26.07.2018 14:00 - 26.07.2018 14:30","71.39","71.39","266","","Final"
"26.07.2018 14:30 - 26.07.2018 15:00","72.18","72.18","452","","Final"
"26.07.2018 15:00 - 26.07.2018 15:30","71.00","71.00","147","","Final"
"26.07.2018 15:30 - 26.07.2018 16:00","74.10","74.10","104","","Final"
"26.07.2018 16:00 - 26.07.2018 16:30","78.50","78.50","4","","Final"
"26.07.2018 16:30 - 26.07.2018 17:00","81.75","81.75","22","","Final"
"26.07.2018 17:00 - 26.07.2018 17:30","46.03","46.03","-61","","Final"
"26.07.2018 17:30 - 26.07.2018 18:00","79.00","79.00","82","","Final"
"26.07.2018 18:00 - 26.07.2018 18:30","76.21","76.21","266","","Final"
"26.07.2018 18:30 - 26.07.2018 19:00","78.00","78.00","314","","Final"
"26.07.2018 19:00 - 26.07.2018 19:30","78.00","78.00","448","","Final"
"26.07.2018 19:30 - 26.07.2018 20:00","78.89","78.89","526","","Final"
"26.07.2018 20:00 - 26.07.2018 20:30","79.00","79.00","594","","Final"
"26.07.2018 20:30 - 26.07.2018 21:00","74.50","74.50","589","","Final"
"26.07.2018 21:00 - 26.07.2018 21:30","72.00","72.00","228","","Final"
"26.07.2018 21:30 - 26.07.2018 22:00","69.00","69.00","115","","Final"
"26.07.2018 22:00 - 26.07.2018 22:30","62.18","62.18","102","","Final"
"26.07.2018 22:30 - 26.07.2018 23:00","64.11","64.11","200","","Final"
"26.07.2018 23:00 - 26.07.2018 23:30","62.53","62.53","431","","Final"
"26.07.2018 23:30 - 27.07.2018 00:00","61.00","61.00","460","","Final"
"27.07.2018 00:00 - 27.07.2018 00:30","61.00","61.00","398","","Final"
"27.07.2018 00:30 - 27.07.2018 01:00","61.00","61.00","341","","Final"
"27.07.2018 01:00 - 27.07.2018 01:30","60.85","60.85","43","","Final"
"27.07.2018 01:30 - 27.07.2018 02:00","50.10","50.10","-51","","Final"
"27.07.2018 02:00 - 27.07.2018 02:30","50.96","50.96","-65","","Final"
"27.07.2018 02:30 - 27.07.2018 03:00","51.22","51.22","-41","","Final"
"27.07.2018 03:00 - 27.07.2018 03:30","36.06","36.06","-220","","Final"
"27.07.2018 03:30 - 27.07.2018 04:00","45.00","45.00","-398","","Final"
"27.07.2018 04:00 - 27.07.2018 04:30","42.15","42.15","-342","","Final"
"27.07.2018 04:30 - 27.07.2018 05:00","37.10","37.10","-312","","Final"
"27.07.2018 05:00 - 27.07.2018 05:30","37.10","37.10","-299","","Final"
"27.07.2018 05:30 - 27.07.2018 06:00","42.45","42.45","-131","","Final"
"27.07.2018 06:00 - 27.07.2018 06:30","69.99","69.99","158","","Final"
"27.07.2018 06:30 - 27.07.2018 07:00","62.60","62.60","294","","Final"
"27.07.2018 07:00 - 27.07.2018 07:30","90.54","90.54","394","","Final"
"27.07.2018 07:30 - 27.07.2018 08:00","114.85","114.85","797","","Final"
"27.07.2018 08:00 - 27.07.2018 08:30","158.00","158.00","792","","Final"
"27.07.2018 08:30 - 27.07.2018 09:00","158.00","158.00","584","","Final"
"27.07.2018 09:00 - 27.07.2018 09:30","45.02","45.02","-124","","Final"
"27.07.2018 09:30 - 27.07.2018 10:00","45.03","45.03","-397","","Final"
"27.07.2018 10:00 - 27.07.2018 10:30","45.02","45.02","-300","","Final"
"27.07.2018 10:30 - 27.07.2018 11:00","45.02","45.02","-208","","Final"
"27.07.2018 11:00 - 27.07.2018 11:30","45.58","45.58","-91","","Final"
"27.07.2018 11:30 - 27.07.2018 12:00","66.73","66.73","28","","Final"
"27.07.2018 12:00 - 27.07.2018 12:30","80.00","80.00","276","","Final"
"27.07.2018 12:30 - 27.07.2018 13:00","70.69","70.69","178","","Final"
"27.07.2018 13:00 - 27.07.2018 13:30","80.00","80.00","230","","Final"
"27.07.2018 13:30 - 27.07.2018 14:00","80.00","80.00","300","","Final"
"27.07.2018 14:00 - 27.07.2018 14:30","68.84","68.84","77","","Final"
"27.07.2018 14:30 - 27.07.2018 15:00","80.87","80.87","78","","Final"
"27.07.2018 15:00 - 27.07.2018 15:30","84.00","84.00","224","","Final"
"27.07.2018 15:30 - 27.07.2018 16:00","84.00","84.00","231","","Final"
"27.07.2018 16:00 - 27.07.2018 16:30","45.71","45.71","-60","","Final"
"27.07.2018 16:30 - 27.07.2018 17:00","86.13","86.13","309","","Final"
"27.07.2018 17:00 - 27.07.2018 17:30","88.00","88.00","429","","Final"
"27.07.2018 17:30 - 27.07.2018 18:00","84.56","84.56","351","","Final"
"27.07.2018 18:00 - 27.07.2018 18:30","45.50","45.50","-121","","Final"
"27.07.2018 18:30 - 27.07.2018 19:00","45.45","45.45","-324","","Final"
"27.07.2018 19:00 - 27.07.2018 19:30","46.25","46.25","-3","","Final"
"27.07.2018 19:30 - 27.07.2018 20:00","45.45","45.45","-274","","Final"
"27.07.2018 20:00 - 27.07.2018 20:30","79.00","79.00","264","","Final"
"27.07.2018 20:30 - 27.07.2018 21:00","74.95","74.95","213","","Final"
"27.07.2018 21:00 - 27.07.2018 21:30","44.06","44.06","-542","","Final"
"27.07.2018 21:30 - 27.07.2018 22:00","41.58","41.58","-1045","","Final"
"27.07.2018 22:00 - 27.07.2018 22:30","41.08","41.08","-649","","Final"
"27.07.2018 22:30 - 27.07.2018 23:00","36.68","36.68","-484","","Final"
"27.07.2018 23:00 - 27.07.2018 23:30","0.00","0.00","-1069","","Final"
"27.07.2018 23:30 - 28.07.2018 00:00","-2.82","-2.82","-1187","","Final"
"28.07.2018 00:00 - 28.07.2018 00:30","36.66","36.66","-650","","Final"
"28.07.2018 00:30 - 28.07.2018 01:00","36.76","36.76","-437","","Final"
"28.07.2018 01:00 - 28.07.2018 01:30","36.53","36.53","-841","","Final"
"28.07.2018 01:30 - 28.07.2018 02:00","22.29","22.29","-889","","Final"
"28.07.2018 02:00 - 28.07.2018 02:30","36.68","36.68","-648","","Final"
"28.07.2018 02:30 - 28.07.2018 03:00","37.16","37.16","-443","","Final"
"28.07.2018 03:00 - 28.07.2018 03:30","10.00","10.00","-490","","Final"
"28.07.2018 03:30 - 28.07.2018 04:00","10.00","10.00","-549","","Final"
"28.07.2018 04:00 - 28.07.2018 04:30","37.90","37.90","-360","","Final"
"28.07.2018 04:30 - 28.07.2018 05:00","37.90","37.90","-329","","Final"
"28.07.2018 05:00 - 28.07.2018 05:30","38.00","38.00","-240","","Final"
"28.07.2018 05:30 - 28.07.2018 06:00","11.79","11.79","-372","","Final"
"28.07.2018 06:00 - 28.07.2018 06:30","0.00","0.00","-895","","Final"
"28.07.2018 06:30 - 28.07.2018 07:00","10.00","10.00","-530","","Final"
"28.07.2018 07:00 - 28.07.2018 07:30","0.00","0.00","-709","","Final"
"28.07.2018 07:30 - 28.07.2018 08:00","-6.53","-6.53","-889","","Final"
"28.07.2018 08:00 - 28.07.2018 08:30","10.00","10.00","-411","","Final"
"28.07.2018 08:30 - 28.07.2018 09:00","39.99","39.99","-212","","Final"
"28.07.2018 09:00 - 28.07.2018 09:30","10.00","10.00","-388","","Final"
"28.07.2018 09:30 - 28.07.2018 10:00","-5.10","-5.10","-686","","Final"
"28.07.2018 10:00 - 28.07.2018 10:30","-2.79","-2.79","-596","","Final"
"28.07.2018 10:30 - 28.07.2018 11:00","-2.00","-2.00","-500","","Final"
"28.07.2018 11:00 - 28.07.2018 11:30","-63.76","-63.76","-711","","Final"
"28.07.2018 11:30 - 28.07.2018 12:00","-70.45","-70.45","-948","","Final"
"28.07.2018 12:00 - 28.07.2018 12:30","-45.00","-45.00","-562","","Final"
"28.07.2018 12:30 - 28.07.2018 13:00","-18.99","-18.99","-772","","Final"
"28.07.2018 13:00 - 28.07.2018 13:30","-18.99","-18.99","-357","","Final"
"28.07.2018 13:30 - 28.07.2018 14:00","-5.10","-5.10","-205","","Final"
"28.07.2018 14:00 - 28.07.2018 14:30","25.08","25.08","-204","","Final"
"28.07.2018 14:30 - 28.07.2018 15:00","69.00","69.00","94","","Final"
"28.07.2018 15:00 - 28.07.2018 15:30","70.00","70.00","541","","Final"
"28.07.2018 15:30 - 28.07.2018 16:00","70.00","70.00","808","","Final"
"28.07.2018 16:00 - 28.07.2018 16:30","74.50","74.50","1001","","Final"
"28.07.2018 16:30 - 28.07.2018 17:00","75.00","75.00","1198","","Final"
"28.07.2018 17:00 - 28.07.2018 17:30","74.45","74.45","620","","Final"
"28.07.2018 17:30 - 28.07.2018 18:00","74.69","74.69","903","","Final"
"28.07.2018 18:00 - 28.07.2018 18:30","74.00","74.00","168","","Final"
"28.07.2018 18:30 - 28.07.2018 19:00","44.39","44.39","-72","","Final"
"28.07.2018 19:00 - 28.07.2018 19:30","44.84","44.84","-220","","Final"
"28.07.2018 19:30 - 28.07.2018 20:00","44.77","44.77","-665","","Final"
"28.07.2018 20:00 - 28.07.2018 20:30","44.24","44.24","-663","","Final"
"28.07.2018 20:30 - 28.07.2018 21:00","44.42","44.42","-195","","Final"
"28.07.2018 21:00 - 28.07.2018 21:30","44.01","44.01","-348","","Final"
"28.07.2018 21:30 - 28.07.2018 22:00","41.83","41.83","-457","","Final"
"28.07.2018 22:00 - 28.07.2018 22:30","68.00","68.00","380","","Final"
"28.07.2018 22:30 - 28.07.2018 23:00","64.62","64.62","118","","Final"
"28.07.2018 23:00 - 28.07.2018 23:30","66.90","66.90","305","","Final"
"28.07.2018 23:30 - 29.07.2018 00:00","66.90","66.90","184","","Final"
"29.07.2018 00:00 - 29.07.2018 00:30","66.90","66.90","340","","Final"
"29.07.2018 00:30 - 29.07.2018 01:00","66.90","66.90","190","","Final"
"29.07.2018 01:00 - 29.07.2018 01:30","65.90","65.90","149","","Final"
"29.07.2018 01:30 - 29.07.2018 02:00","31.00","31.00","-4","","Final"
"29.07.2018 02:00 - 29.07.2018 02:30","63.18","63.18","125","","Final"
"29.07.2018 02:30 - 29.07.2018 03:00","64.00","64.00","192","","Final"
"29.07.2018 03:00 - 29.07.2018 03:30","67.00","67.00","300","","Final"
"29.07.2018 03:30 - 29.07.2018 04:00","66.93","66.93","110","","Final"
"29.07.2018 04:00 - 29.07.2018 04:30","67.00","67.00","125","","Final"
"29.07.2018 04:30 - 29.07.2018 05:00","67.00","67.00","174","","Final"
"29.07.2018 05:00 - 29.07.2018 05:30","67.75","67.75","314","","Final"
"29.07.2018 05:30 - 29.07.2018 06:00","67.75","67.75","119","","Final"
"29.07.2018 06:00 - 29.07.2018 06:30","69.00","69.00","159","","Final"
"29.07.2018 06:30 - 29.07.2018 07:00","75.25","75.25","683","","Final"
"29.07.2018 07:00 - 29.07.2018 07:30","75.25","75.25","483","","Final"
"29.07.2018 07:30 - 29.07.2018 08:00","76.33","76.33","954","","Final"
"29.07.2018 08:00 - 29.07.2018 08:30","36.74","36.74","-211","","Final"
"29.07.2018 08:30 - 29.07.2018 09:00","75.00","75.00","82","","Final"
"29.07.2018 09:00 - 29.07.2018 09:30","75.50","75.50","436","","Final"
"29.07.2018 09:30 - 29.07.2018 10:00","79.50","79.50","565","","Final"
"29.07.2018 10:00 - 29.07.2018 10:30","80.00","80.00","492","","Final"
"29.07.2018 10:30 - 29.07.2018 11:00","79.50","79.50","138","","Final"
"29.07.2018 11:00 - 29.07.2018 11:30","80.00","80.00","337","","Final"
"29.07.2018 11:30 - 29.07.2018 12:00","79.50","79.50","193","","Final"
"29.07.2018 12:00 - 29.07.2018 12:30","79.95","79.95","300","","Final"
"29.07.2018 12:30 - 29.07.2018 13:00","79.50","79.50","274","","Final"
"29.07.2018 13:00 - 29.07.2018 13:30","78.74","78.74","200","","Final"
"29.07.2018 13:30 - 29.07.2018 14:00","41.83","41.83","-65","","Final"
"29.07.2018 14:00 - 29.07.2018 14:30","40.07","40.07","-140","","Final"
"29.07.2018 14:30 - 29.07.2018 15:00","37.15","37.15","-86","","Final"
